sp -1.596723 -1.361416, R -1.704168 -2.283955, YSP -18.164757 -29.599094
sp -1.596723 -1.361416, R -1.704168 -2.283955, YSP -18.164757 -29.599094
sp -1.596723 -1.361416, R -1.704168 -2.283955, YSP -18.164757 -29.599094
sp -1.596723 -1.361416, R -1.703973 -2.285085, YSP -17.922396 -29.599094
sp -1.596723 -1.361416, R -1.703973 -2.285085, YSP -17.922396 -29.599094
sp -1.596723 -1.361416, R -1.703973 -2.285085, YSP -17.922396 -29.599094
sp -1.596723 -1.361416, R -1.706104 -2.288784, YSP -17.747051 -29.599094
sp -1.596723 -1.361416, R -1.706104 -2.288784, YSP -17.747051 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.747051 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.701048 -2.295954, YSP -17.746538 -29.599094
sp -1.596723 -1.361416, R -1.731678 -2.317739, YSP -20.563053 -29.599094
sp -1.596723 -1.361416, R -1.731678 -2.317739, YSP -20.563053 -29.599094
sp -1.596723 -1.361416, R -1.731678 -2.317739, YSP -20.563053 -29.599094
sp -1.596723 -1.361416, R -1.720287 -2.360665, YSP -20.136927 -29.599094
sp -1.596723 -1.361416, R -1.720287 -2.360665, YSP -20.136927 -29.599094
sp -1.596723 -1.361416, R -1.720287 -2.360665, YSP -20.136927 -29.599094
sp -1.596723 -1.361416, R -1.720287 -2.360665, YSP -20.136927 -29.599094
sp -1.596723 -1.361416, R -1.720287 -2.360665, YSP -20.136927 -29.599094
sp -1.596723 -1.361416, R -1.737987 -2.381556, YSP -20.815609 -29.599094
sp -1.596723 -1.361416, R -1.737987 -2.381556, YSP -20.815609 -29.599094
sp -1.596723 -1.361416, R -1.737987 -2.381556, YSP -20.815609 -29.599094
sp -1.596723 -1.361416, R -1.712567 -2.440289, YSP -20.482840 -29.599094
sp -1.596723 -1.361416, R -1.712567 -2.440289, YSP -20.482840 -29.599094
sp -1.596723 -1.361416, R -1.712567 -2.440289, YSP -20.482840 -29.599094
sp -1.596723 -1.361416, R -1.691106 -2.482627, YSP -20.004765 -29.599094
sp -1.596723 -1.361416, R -1.691106 -2.482627, YSP -20.004765 -29.599094
sp -1.596723 -1.361416, R -1.691106 -2.482627, YSP -20.004765 -29.599094
sp -1.596723 -1.361416, R -1.689087 -2.504889, YSP -19.843050 -29.599094
sp -1.596723 -1.361416, R -1.689087 -2.504889, YSP -19.843050 -29.599094
sp -1.596723 -1.361416, R -1.689087 -2.504889, YSP -19.843050 -29.599094
sp -1.596723 -1.361416, R -1.689087 -2.504889, YSP -19.843050 -29.599094
sp -1.596723 -1.361416, R -1.689087 -2.504889, YSP -19.843050 -29.599094
sp -1.596723 -1.361416, R -1.689087 -2.504889, YSP -19.843050 -29.599094
sp -1.596723 -1.361416, R -1.699916 -2.504972, YSP -20.531063 -29.599094
sp -1.596723 -1.361416, R -1.699916 -2.504972, YSP -20.531063 -29.599094
sp -1.596723 -1.361416, R -1.699916 -2.504972, YSP -20.531063 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.704905 -2.501395, YSP -20.446260 -29.599094
sp -1.596723 -1.361416, R -1.740759 -2.489222, YSP -22.998384 -29.599094
sp -1.596723 -1.361416, R -1.740759 -2.489222, YSP -22.998384 -29.599094
sp -1.596723 -1.361416, R -1.743696 -2.482961, YSP -22.998384 -29.599094
sp -1.596723 -1.361416, R -1.743696 -2.482961, YSP -23.135031 -29.599094
sp -1.596723 -1.361416, R -1.743696 -2.482961, YSP -23.135031 -29.599094
sp -1.596723 -1.361416, R -1.743696 -2.482961, YSP -23.135031 -29.599094
sp -1.596723 -1.361416, R -1.743696 -2.482961, YSP -23.135031 -29.599094
sp -1.596723 -1.361416, R -1.743696 -2.482961, YSP -23.135031 -29.599094
sp -1.596723 -1.361416, R -1.757156 -2.475409, YSP -23.135031 -29.599094
sp -1.596723 -1.361416, R -1.757156 -2.475409, YSP -24.458458 -29.599094
sp -1.596723 -1.361416, R -1.757156 -2.475409, YSP -24.458458 -29.599094
sp -1.596723 -1.361416, R -1.765499 -2.471614, YSP -25.109251 -29.599094
sp -1.596723 -1.361416, R -1.765499 -2.471614, YSP -25.109251 -29.599094
sp -1.596723 -1.361416, R -1.765499 -2.471614, YSP -25.109251 -29.599094
sp -1.596723 -1.361416, R -1.768093 -2.464596, YSP -25.112318 -29.599094
sp -1.596723 -1.361416, R -1.768093 -2.464596, YSP -25.112318 -29.599094
sp -1.596723 -1.361416, R -1.768093 -2.464596, YSP -25.112318 -29.599094
sp -1.596723 -1.361416, R -1.775744 -2.456850, YSP -25.140104 -29.599094
sp -1.596723 -1.361416, R -1.775744 -2.456850, YSP -25.140104 -29.599094
sp -1.596723 -1.361416, R -1.783603 -2.453162, YSP -25.140104 -29.599094
sp -1.596723 -1.361416, R -1.783603 -2.453162, YSP -25.547100 -29.599094
sp -1.596723 -1.361416, R -1.783603 -2.453162, YSP -25.547100 -29.599094
sp -1.596723 -1.361416, R -1.789855 -2.451445, YSP -25.547100 -29.599094
sp -1.596723 -1.361416, R -1.789855 -2.451445, YSP -25.508789 -29.599094
sp -1.596723 -1.361416, R -1.789855 -2.451445, YSP -25.508789 -29.599094
sp -1.596723 -1.361416, R -1.789855 -2.451445, YSP -25.508789 -29.599094
sp -1.596723 -1.361416, R -1.789855 -2.451445, YSP -25.508789 -29.599094
sp -1.596723 -1.361416, R -1.789855 -2.451445, YSP -25.508789 -29.599094
sp -1.596723 -1.361416, R -1.810039 -2.438641, YSP -25.508789 -29.599094
sp -1.596723 -1.361416, R -1.810039 -2.438641, YSP -25.892801 -29.599094
sp -1.596723 -1.361416, R -1.810039 -2.438641, YSP -25.892801 -29.599094
sp -1.596723 -1.361416, R -1.810039 -2.438641, YSP -25.892801 -29.599094
sp -1.596723 -1.361416, R -1.818219 -2.434671, YSP -26.207186 -29.599094
sp -1.596723 -1.361416, R -1.818219 -2.434671, YSP -26.207186 -29.599094
sp -1.596723 -1.361416, R -1.831572 -2.426219, YSP -26.369034 -29.599094
sp -1.596723 -1.361416, R -1.831572 -2.426219, YSP -26.369034 -29.599094
sp -1.596723 -1.361416, R -1.831572 -2.426219, YSP -26.369034 -29.599094
sp -1.596723 -1.361416, R -1.830059 -2.421483, YSP -26.258356 -29.599094
sp -1.596723 -1.361416, R -1.830059 -2.421483, YSP -26.258356 -29.599094
sp -1.596723 -1.361416, R -1.830059 -2.421483, YSP -26.258356 -29.599094
sp -1.596723 -1.361416, R -1.833215 -2.415292, YSP -26.414146 -29.599094
sp -1.596723 -1.361416, R -1.833215 -2.415292, YSP -26.414146 -29.599094
sp -1.596723 -1.361416, R -1.833215 -2.415292, YSP -26.414146 -29.599094
sp -1.596723 -1.361416, R -1.843532 -2.405513, YSP -26.574715 -29.599094
sp -1.596723 -1.361416, R -1.843532 -2.405513, YSP -26.574715 -29.599094
sp -1.596723 -1.361416, R -1.843532 -2.405513, YSP -26.574715 -29.599094
sp -1.596723 -1.361416, R -1.851526 -2.401514, YSP -26.574715 -29.599094
sp -1.596723 -1.361416, R -1.851526 -2.401514, YSP -26.844257 -29.599094
sp -1.596723 -1.361416, R -1.851526 -2.401514, YSP -26.844257 -29.599094
sp -1.596723 -1.361416, R -1.865918 -2.391143, YSP -27.208347 -29.599094
sp -1.596723 -1.361416, R -1.865918 -2.391143, YSP -27.208347 -29.599094
sp -1.596723 -1.361416, R -1.865918 -2.391143, YSP -27.208347 -29.599094
sp -1.596723 -1.361416, R -1.869776 -2.385529, YSP -27.132025 -29.599094
sp -1.596723 -1.361416, R -1.869776 -2.385529, YSP -27.132025 -29.599094
sp -1.596723 -1.361416, R -1.878141 -2.381242, YSP -27.535934 -29.599094
sp -1.596723 -1.361416, R -1.878141 -2.381242, YSP -27.535934 -29.599094
sp -1.596723 -1.361416, R -1.878141 -2.381242, YSP -27.535934 -29.599094
sp -1.596723 -1.361416, R -1.892398 -2.374285, YSP -27.508177 -29.599094
sp -1.596723 -1.361416, R -1.892398 -2.374285, YSP -27.508177 -29.599094
sp -1.596723 -1.361416, R -1.892398 -2.374285, YSP -27.508177 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.901112 -2.367546, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.942525 -2.342585, YSP -27.781322 -29.599094
sp -1.596723 -1.361416, R -1.942525 -2.342585, YSP -28.578470 -29.599094
sp -1.596723 -1.361416, R -1.942525 -2.342585, YSP -28.578470 -29.599094
sp -1.596723 -1.361416, R -1.950648 -2.338160, YSP -28.578470 -29.599094
sp -1.596723 -1.361416, R -1.950648 -2.338160, YSP -28.847942 -29.599094
sp -1.596723 -1.361416, R -1.950648 -2.338160, YSP -28.847942 -29.599094
sp -1.596723 -1.361416, R -1.950648 -2.338160, YSP -28.847942 -29.599094
sp -1.596723 -1.361416, R -1.950648 -2.338160, YSP -28.847942 -29.599094
sp -1.596723 -1.361416, R -1.950648 -2.338160, YSP -28.847942 -29.599094
sp -1.596723 -1.361416, R -1.966627 -2.325886, YSP -29.048695 -29.599094
sp -1.596723 -1.361416, R -1.966627 -2.325886, YSP -29.048695 -29.599094
sp -1.596723 -1.361416, R -1.966627 -2.325886, YSP -29.048695 -29.599094
sp -1.596723 -1.361416, R -1.974781 -2.321356, YSP -29.205889 -29.599094
sp -1.596723 -1.361416, R -1.974781 -2.321356, YSP -29.205889 -29.599094
sp -1.596723 -1.361416, R -1.974781 -2.321356, YSP -29.205889 -29.599094
sp -1.596723 -1.361416, R -1.977350 -2.314799, YSP -28.891630 -29.599094
sp -1.596723 -1.361416, R -1.977350 -2.314799, YSP -28.891630 -29.599094
sp -1.596723 -1.361416, R -1.977350 -2.314799, YSP -28.891630 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -1.988419 -2.305968, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -2.007134 -2.293250, YSP -28.833639 -29.599094
sp -1.596723 -1.361416, R -2.007134 -2.293250, YSP -24.501659 -29.599094
sp -1.596723 -1.361416, R -2.007134 -2.293250, YSP -24.501659 -29.599094
sp -1.596723 -1.361416, R -2.007134 -2.293250, YSP -24.501659 -29.599094
sp -1.596723 -1.361416, R -2.007134 -2.293250, YSP -24.501659 -29.599094
sp -1.596723 -1.361416, R -2.031438 -2.277534, YSP -24.501659 -29.599094
sp -1.596723 -1.361416, R -2.031438 -2.277534, YSP -25.033400 -29.599094
sp -1.596723 -1.361416, R -2.031438 -2.277534, YSP -25.033400 -29.599094
sp -1.596723 -1.361416, R -2.043202 -2.270397, YSP -25.033400 -29.599094
sp -1.596723 -1.361416, R -2.043202 -2.270397, YSP -25.590935 -29.599094
sp -1.596723 -1.361416, R -2.043202 -2.270397, YSP -25.590935 -29.599094
sp -1.596723 -1.361416, R -2.054075 -2.261410, YSP -25.590935 -29.599094
sp -1.596723 -1.361416, R -2.054075 -2.261410, YSP -25.931564 -29.599094
sp -1.596723 -1.361416, R -2.054075 -2.261410, YSP -25.931564 -29.599094
sp -1.596723 -1.361416, R -2.054075 -2.261410, YSP -25.931564 -29.599094
sp -1.596723 -1.361416, R -2.062396 -2.257363, YSP -26.380836 -29.599094
sp -1.596723 -1.361416, R -2.062396 -2.257363, YSP -26.380836 -29.599094
sp -1.596723 -1.361416, R -2.062396 -2.257363, YSP -26.380836 -29.599094
sp -1.596723 -1.361416, R -2.062396 -2.257363, YSP -26.380836 -29.599094
sp -1.596723 -1.361416, R -2.062396 -2.257363, YSP -26.380836 -29.599094
sp -1.596723 -1.361416, R -2.062396 -2.257363, YSP -26.380836 -29.599094
sp 0.000000 0.000000, R -2.086203 -2.242867, YSP -27.759655 0.000000
sp 0.000000 0.000000, R -2.086203 -2.242867, YSP -27.759655 0.000000
sp 0.000000 0.000000, R -2.086203 -2.242867, YSP -27.759655 0.000000
sp 0.000000 0.000000, R -2.094648 -2.238421, YSP -27.917822 0.000000
sp 0.000000 0.000000, R -2.094648 -2.238421, YSP -27.917822 0.000000
sp 0.000000 0.000000, R -2.094648 -2.238421, YSP -27.917822 0.000000
sp 0.000000 0.000000, R -2.103878 -2.227917, YSP -27.914660 0.000000
sp 0.000000 0.000000, R -2.103878 -2.227917, YSP -27.914660 0.000000
sp 0.000000 0.000000, R -2.103878 -2.227917, YSP -27.914660 0.000000
sp 0.000000 0.000000, R -2.111147 -2.224066, YSP -26.949593 0.000000
sp 0.000000 0.000000, R -2.111147 -2.224066, YSP -26.949593 0.000000
sp 0.000000 0.000000, R -2.111147 -2.224066, YSP -26.949593 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.117337 -2.218392, YSP -25.273394 0.000000
sp 0.000000 0.000000, R -2.165174 -2.145249, YSP -11.514556 0.000000
sp 0.000000 0.000000, R -2.165174 -2.145249, YSP -11.514556 0.000000
sp 0.000000 0.000000, R -2.165174 -2.145249, YSP -11.514556 0.000000
sp 0.000000 0.000000, R -2.183174 -2.061776, YSP -9.971032 0.000000
sp 0.000000 0.000000, R -2.183174 -2.061776, YSP -9.971032 0.000000
sp 0.000000 0.000000, R -2.183174 -2.061776, YSP -9.971032 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.195678 -1.983193, YSP -9.079285 0.000000
sp 0.000000 0.000000, R -2.209177 -1.904224, YSP -7.899155 0.000000
sp 0.000000 0.000000, R -2.209177 -1.904224, YSP -7.899155 0.000000
sp 0.000000 0.000000, R -2.170365 -1.868180, YSP -7.899155 0.000000
sp 0.000000 0.000000, R -2.170365 -1.868180, YSP -9.365222 0.000000
sp 0.000000 0.000000, R -2.170365 -1.868180, YSP -9.365222 0.000000
sp 0.000000 0.000000, R -2.151345 -1.837872, YSP -10.701506 0.000000
sp 0.000000 0.000000, R -2.151345 -1.837872, YSP -10.701506 0.000000
sp 0.000000 0.000000, R -2.151345 -1.837872, YSP -10.701506 0.000000
sp 0.000000 0.000000, R -2.160816 -1.836083, YSP -9.915845 0.000000
sp 0.000000 0.000000, R -2.160816 -1.836083, YSP -9.915845 0.000000
sp 0.000000 0.000000, R -2.160816 -1.836083, YSP -9.915845 0.000000
sp 0.000000 0.000000, R -2.128123 -1.811117, YSP -9.915845 0.000000
sp 0.000000 0.000000, R -2.128123 -1.811117, YSP -10.547040 0.000000
sp 0.000000 0.000000, R -2.128123 -1.811117, YSP -10.547040 0.000000
sp 0.000000 0.000000, R -2.137832 -1.809309, YSP -10.547040 0.000000
sp 0.000000 0.000000, R -2.137832 -1.809309, YSP -9.379356 0.000000
sp 0.000000 0.000000, R -2.137832 -1.809309, YSP -9.379356 0.000000
sp 0.000000 0.000000, R -2.137832 -1.809309, YSP -9.379356 0.000000
sp 0.000000 0.000000, R -2.137832 -1.809309, YSP -9.379356 0.000000
sp 0.000000 0.000000, R -2.137832 -1.809309, YSP -9.379356 0.000000
sp 0.000000 0.000000, R -2.133556 -1.792563, YSP -8.265473 0.000000
sp 0.000000 0.000000, R -2.133556 -1.792563, YSP -8.265473 0.000000
sp 0.000000 0.000000, R -2.133556 -1.792563, YSP -8.265473 0.000000
sp 0.000000 0.000000, R -2.143175 -1.791166, YSP -7.142652 0.000000
sp 0.000000 0.000000, R -2.143175 -1.791166, YSP -7.142652 0.000000
sp 0.000000 0.000000, R -2.143175 -1.791166, YSP -7.142652 0.000000
sp 0.000000 0.000000, R -2.143175 -1.791166, YSP -7.142652 0.000000
sp 0.000000 0.000000, R -2.143175 -1.791166, YSP -7.142652 0.000000
sp 0.000000 0.000000, R -2.143175 -1.791166, YSP -7.142652 0.000000
sp -2.319521 -1.264891, R -2.134708 -1.707761, YSP -6.727217 22.030767
sp -2.185113 -1.634286, R -2.134708 -1.707761, YSP -6.727217 -54.746174
sp -2.185113 -1.711286, R -2.134708 -1.707761, YSP -6.727217 7.044003
sp -2.191980 -1.800476, R -2.143186 -1.706761, YSP -5.358606 62.494968
sp -2.191980 -1.800476, R -2.143186 -1.706761, YSP -5.358606 62.494968
sp -2.191980 -1.800476, R -2.154341 -1.633934, YSP -6.529842 62.494968
sp -2.191980 -1.800476, R -2.154341 -1.633934, YSP -6.529842 62.494968
sp -2.191980 -1.800476, R -2.154341 -1.633934, YSP -6.529842 62.494968
sp -2.191980 -1.800476, R -2.177740 -1.578910, YSP -6.529842 62.494968
sp -2.191980 -1.800476, R -2.177740 -1.578910, YSP -6.950211 62.494968
sp -2.191980 -1.800476, R -2.177740 -1.578910, YSP -6.950211 62.494968
sp -2.191980 -1.800476, R -2.196384 -1.539781, YSP -6.766817 62.494968
sp -2.191980 -1.800476, R -2.196384 -1.539781, YSP -6.766817 62.494968
sp -2.191980 -1.800476, R -2.196384 -1.539781, YSP -6.766817 62.494968
sp -2.191980 -1.800476, R -2.205180 -1.538737, YSP -4.498718 62.494968
sp -2.191980 -1.800476, R -2.205180 -1.538737, YSP -4.498718 62.494968
sp -2.191980 -1.800476, R -2.205180 -1.538737, YSP -4.498718 62.494968
sp -2.191980 -1.800476, R -2.205180 -1.538737, YSP -4.498718 62.494968
sp -2.191980 -1.800476, R -2.205180 -1.538737, YSP -4.498718 62.494968
sp -2.191980 -1.800476, R -2.205180 -1.538737, YSP -4.498718 62.494968
sp -2.191980 -1.800476, R -2.215310 -1.518972, YSP 1.371909 62.494968
sp -2.191980 -1.800476, R -2.215310 -1.518972, YSP 1.371909 62.494968
sp -2.191980 -1.800476, R -2.215310 -1.518972, YSP 1.371909 62.494968
sp -2.191980 -1.800476, R -2.215310 -1.518972, YSP 1.371909 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.193761 -1.489905, YSP 2.783776 62.494968
sp -2.168225 -1.754852, R -2.177975 -1.476667, YSP 11.344210 62.494968
sp -2.168225 -1.754852, R -2.177975 -1.476667, YSP 11.344210 62.494968
sp -2.168225 -1.754852, R -2.125659 -1.432301, YSP 11.344210 62.494968
sp -2.168225 -1.754852, R -2.125659 -1.432301, YSP 11.814384 62.494968
sp -2.168225 -1.754852, R -2.125659 -1.432301, YSP 11.814384 62.494968
sp -2.168225 -1.754852, R -2.049144 -1.425831, YSP 11.814384 62.494968
sp -2.168225 -1.754852, R -2.049144 -1.425831, YSP 12.056302 62.494968
sp -2.168225 -1.754852, R -2.049144 -1.425831, YSP 12.056302 62.494968
sp -2.168225 -1.754852, R -2.003115 -1.418773, YSP 12.422174 62.494968
sp -2.168225 -1.754852, R -2.003115 -1.418773, YSP 12.422174 62.494968
sp -2.168225 -1.754852, R -2.003115 -1.418773, YSP 12.422174 62.494968
sp -2.168225 -1.754852, R -2.010842 -1.420475, YSP 15.092721 62.494968
sp -2.168225 -1.754852, R -2.010842 -1.420475, YSP 15.092721 62.494968
sp -2.168225 -1.754852, R -2.010842 -1.420475, YSP 15.092721 62.494968
sp -2.168225 -1.754852, R -1.984717 -1.416285, YSP 15.076869 62.494968
sp -2.168225 -1.754852, R -1.984717 -1.416285, YSP 15.076869 62.494968
sp -2.168225 -1.754852, R -1.984717 -1.416285, YSP 15.076869 62.494968
